good_sentence,bad_sentence,good_cue,bad_cue,critical_region,phenomenon
Мальчик играют.,Мальчик играют шутку.,Мальчик,Мальчик,шутку,intransitive_verb_misuse     
Мальчик растёт.,Мальчик растёт подушку.,Мальчик,Мальчик,подушку,intransitive_verb_misuse     
Мама умирает.,Мама умирает болезнь.,Мама,Мама,болезнь,intransitive_verb_misuse     
Девочка плачет.,Девочка плачет музыку.,Девочка,Девочка,музыку,intransitive_verb_misuse     
Он играют.,Он играют шутку.,Он,Он,шутку,intransitive_verb_misuse     
Птица растёт.,Птица растёт болезнь.,Птица,Птица,болезнь,intransitive_verb_misuse     
Собака смеётся.,Собака смеётся песню.,Собака,Собака,песню,intransitive_verb_misuse     
Она бежит.,Она бежит болезнь.,Она,Она,болезнь,intransitive_verb_misuse     
Девочка играют.,Девочка играют подушку.,Девочка,Девочка,подушку,intransitive_verb_misuse     
Девочка летит.,Девочка летит шутку.,Девочка,Девочка,шутку,intransitive_verb_misuse     
Они играют.,Они играют песню.,Они,Они,песню,intransitive_verb_misuse     
Мама отдыхает.,Мама отдыхает болезнь.,Мама,Мама,болезнь,intransitive_verb_misuse     
Птица отдыхает.,Птица отдыхает проект.,Птица,Птица,проект,intransitive_verb_misuse     
Девочка спит.,Девочка спит шутку.,Девочка,Девочка,шутку,intransitive_verb_misuse     
Они спит.,Они спит подушку.,Они,Они,подушку,intransitive_verb_misuse     
Ребёнок плачет.,Ребёнок плачет болезнь.,Ребёнок,Ребёнок,болезнь,intransitive_verb_misuse     
Они работает.,Они работает шутку.,Они,Они,шутку,intransitive_verb_misuse     
Мальчик спит.,Мальчик спит болезнь.,Мальчик,Мальчик,болезнь,intransitive_verb_misuse     
Птица растёт.,Птица растёт небо.,Птица,Птица,небо,intransitive_verb_misuse     
Он играют.,Он играют дерево.,Он,Он,дерево,intransitive_verb_misuse     
Бабушка спит.,Бабушка спит дорогу.,Бабушка,Бабушка,дорогу,intransitive_verb_misuse     
Мама играют.,Мама играют небо.,Мама,Мама,небо,intransitive_verb_misuse     
Бабушка плачет.,Бабушка плачет дорогу.,Бабушка,Бабушка,дорогу,intransitive_verb_misuse     
Ребёнок плачет.,Ребёнок плачет шутку.,Ребёнок,Ребёнок,шутку,intransitive_verb_misuse     
Ребёнок летит.,Ребёнок летит дерево.,Ребёнок,Ребёнок,дерево,intransitive_verb_misuse     
Ребёнок плачет.,Ребёнок плачет дорогу.,Ребёнок,Ребёнок,дорогу,intransitive_verb_misuse     
Собака спит.,Собака спит музыку.,Собака,Собака,музыку,intransitive_verb_misuse     
Они работает.,Они работает песню.,Они,Они,песню,intransitive_verb_misuse     
Мама бежит.,Мама бежит проект.,Мама,Мама,проект,intransitive_verb_misuse     
Она работает.,Она работает день.,Она,Она,день,intransitive_verb_misuse     
Она растёт.,Она растёт проект.,Она,Она,проект,intransitive_verb_misuse     
Ребёнок растёт.,Ребёнок растёт дерево.,Ребёнок,Ребёнок,дерево,intransitive_verb_misuse     
Бабушка умирает.,Бабушка умирает дерево.,Бабушка,Бабушка,дерево,intransitive_verb_misuse     
Мальчик плачет.,Мальчик плачет песню.,Мальчик,Мальчик,песню,intransitive_verb_misuse     
Он смеётся.,Он смеётся дорогу.,Он,Он,дорогу,intransitive_verb_misuse     
Мама летит.,Мама летит шутку.,Мама,Мама,шутку,intransitive_verb_misuse     
Девочка отдыхает.,Девочка отдыхает день.,Девочка,Девочка,день,intransitive_verb_misuse     
Мальчик играют.,Мальчик играют музыку.,Мальчик,Мальчик,музыку,intransitive_verb_misuse     
Девочка бежит.,Девочка бежит песню.,Девочка,Девочка,песню,intransitive_verb_misuse     
Ребёнок бежит.,Ребёнок бежит небо.,Ребёнок,Ребёнок,небо,intransitive_verb_misuse     
Мальчик плачет.,Мальчик плачет болезнь.,Мальчик,Мальчик,болезнь,intransitive_verb_misuse     
Бабушка летит.,Бабушка летит болезнь.,Бабушка,Бабушка,болезнь,intransitive_verb_misuse     
Ребёнок бежит.,Ребёнок бежит проект.,Ребёнок,Ребёнок,проект,intransitive_verb_misuse     
Они плачет.,Они плачет дорогу.,Они,Они,дорогу,intransitive_verb_misuse     
Мальчик работает.,Мальчик работает день.,Мальчик,Мальчик,день,intransitive_verb_misuse     
Он отдыхает.,Он отдыхает небо.,Он,Он,небо,intransitive_verb_misuse     
Он умирает.,Он умирает болезнь.,Он,Он,болезнь,intransitive_verb_misuse     
Мальчик плачет.,Мальчик плачет небо.,Мальчик,Мальчик,небо,intransitive_verb_misuse     
Собака работает.,Собака работает день.,Собака,Собака,день,intransitive_verb_misuse     
Птица играют.,Птица играют день.,Птица,Птица,день,intransitive_verb_misuse     
Мальчик умирает.,Мальчик умирает день.,Мальчик,Мальчик,день,intransitive_verb_misuse     
Она бежит.,Она бежит подушку.,Она,Она,подушку,intransitive_verb_misuse     
Птица спит.,Птица спит дерево.,Птица,Птица,дерево,intransitive_verb_misuse     
Птица играют.,Птица играют день.,Птица,Птица,день,intransitive_verb_misuse     
Мальчик бежит.,Мальчик бежит подушку.,Мальчик,Мальчик,подушку,intransitive_verb_misuse     
Ребёнок спит.,Ребёнок спит день.,Ребёнок,Ребёнок,день,intransitive_verb_misuse     
Собака бежит.,Собака бежит день.,Собака,Собака,день,intransitive_verb_misuse     
Собака умирает.,Собака умирает болезнь.,Собака,Собака,болезнь,intransitive_verb_misuse     
Бабушка умирает.,Бабушка умирает дерево.,Бабушка,Бабушка,дерево,intransitive_verb_misuse     
Девочка работает.,Девочка работает небо.,Девочка,Девочка,небо,intransitive_verb_misuse     
Бабушка плачет.,Бабушка плачет дорогу.,Бабушка,Бабушка,дорогу,intransitive_verb_misuse     
Собака плачет.,Собака плачет небо.,Собака,Собака,небо,intransitive_verb_misuse     
Мальчик работает.,Мальчик работает день.,Мальчик,Мальчик,день,intransitive_verb_misuse     
Ребёнок работает.,Ребёнок работает день.,Ребёнок,Ребёнок,день,intransitive_verb_misuse     
Девочка бежит.,Девочка бежит дорогу.,Девочка,Девочка,дорогу,intransitive_verb_misuse     
Они растёт.,Они растёт подушку.,Они,Они,подушку,intransitive_verb_misuse     
Он летит.,Он летит небо.,Он,Он,небо,intransitive_verb_misuse     
Мама играют.,Мама играют дорогу.,Мама,Мама,дорогу,intransitive_verb_misuse     
Собака смеётся.,Собака смеётся подушку.,Собака,Собака,подушку,intransitive_verb_misuse     
Ребёнок отдыхает.,Ребёнок отдыхает подушку.,Ребёнок,Ребёнок,подушку,intransitive_verb_misuse     
Ребёнок летит.,Ребёнок летит песню.,Ребёнок,Ребёнок,песню,intransitive_verb_misuse     
Девочка смеётся.,Девочка смеётся болезнь.,Девочка,Девочка,болезнь,intransitive_verb_misuse     
Они растёт.,Они растёт подушку.,Они,Они,подушку,intransitive_verb_misuse     
Мама играют.,Мама играют день.,Мама,Мама,день,intransitive_verb_misuse     
Они умирает.,Они умирает песню.,Они,Они,песню,intransitive_verb_misuse     
Они летит.,Они летит болезнь.,Они,Они,болезнь,intransitive_verb_misuse     
Птица бежит.,Птица бежит песню.,Птица,Птица,песню,intransitive_verb_misuse     
Бабушка играют.,Бабушка играют шутку.,Бабушка,Бабушка,шутку,intransitive_verb_misuse     
Девочка растёт.,Девочка растёт болезнь.,Девочка,Девочка,болезнь,intransitive_verb_misuse     
Мама бежит.,Мама бежит подушку.,Мама,Мама,подушку,intransitive_verb_misuse     
Бабушка спит.,Бабушка спит песню.,Бабушка,Бабушка,песню,intransitive_verb_misuse     
Он умирает.,Он умирает болезнь.,Он,Он,болезнь,intransitive_verb_misuse     
Бабушка работает.,Бабушка работает болезнь.,Бабушка,Бабушка,болезнь,intransitive_verb_misuse     
Мальчик играют.,Мальчик играют шутку.,Мальчик,Мальчик,шутку,intransitive_verb_misuse     
Бабушка играют.,Бабушка играют шутку.,Бабушка,Бабушка,шутку,intransitive_verb_misuse     
Бабушка отдыхает.,Бабушка отдыхает проект.,Бабушка,Бабушка,проект,intransitive_verb_misuse     
Птица отдыхает.,Птица отдыхает шутку.,Птица,Птица,шутку,intransitive_verb_misuse     
Он плачет.,Он плачет дерево.,Он,Он,дерево,intransitive_verb_misuse     
Девочка отдыхает.,Девочка отдыхает болезнь.,Девочка,Девочка,болезнь,intransitive_verb_misuse     
Он спит.,Он спит проект.,Он,Он,проект,intransitive_verb_misuse     
Они смеётся.,Они смеётся небо.,Они,Они,небо,intransitive_verb_misuse     
Мальчик отдыхает.,Мальчик отдыхает болезнь.,Мальчик,Мальчик,болезнь,intransitive_verb_misuse     
Собака бежит.,Собака бежит дерево.,Собака,Собака,дерево,intransitive_verb_misuse     
Собака работает.,Собака работает день.,Собака,Собака,день,intransitive_verb_misuse     
Мама отдыхает.,Мама отдыхает день.,Мама,Мама,день,intransitive_verb_misuse     
Они плачет.,Они плачет дерево.,Они,Они,дерево,intransitive_verb_misuse     
Мама смеётся.,Мама смеётся небо.,Мама,Мама,небо,intransitive_verb_misuse     
Мама работает.,Мама работает музыку.,Мама,Мама,музыку,intransitive_verb_misuse     
Мальчик спит.,Мальчик спит небо.,Мальчик,Мальчик,небо,intransitive_verb_misuse     
Бабушка умирает.,Бабушка умирает дерево.,Бабушка,Бабушка,дерево,intransitive_verb_misuse     
Мальчик плачет.,Мальчик плачет песню.,Мальчик,Мальчик,песню,intransitive_verb_misuse     
Мальчик умирает.,Мальчик умирает небо.,Мальчик,Мальчик,небо,intransitive_verb_misuse     
Девочка бежит.,Девочка бежит день.,Девочка,Девочка,день,intransitive_verb_misuse     
Бабушка плачет.,Бабушка плачет шутку.,Бабушка,Бабушка,шутку,intransitive_verb_misuse     
Бабушка отдыхает.,Бабушка отдыхает день.,Бабушка,Бабушка,день,intransitive_verb_misuse     
Он растёт.,Он растёт дерево.,Он,Он,дерево,intransitive_verb_misuse     
Он работает.,Он работает шутку.,Он,Он,шутку,intransitive_verb_misuse     
Она летит.,Она летит песню.,Она,Она,песню,intransitive_verb_misuse     
Мама играют.,Мама играют подушку.,Мама,Мама,подушку,intransitive_verb_misuse     
Мальчик играют.,Мальчик играют болезнь.,Мальчик,Мальчик,болезнь,intransitive_verb_misuse     
Она смеётся.,Она смеётся дорогу.,Она,Она,дорогу,intransitive_verb_misuse     
Ребёнок бежит.,Ребёнок бежит шутку.,Ребёнок,Ребёнок,шутку,intransitive_verb_misuse     
Мама отдыхает.,Мама отдыхает день.,Мама,Мама,день,intransitive_verb_misuse     
Мальчик летит.,Мальчик летит дерево.,Мальчик,Мальчик,дерево,intransitive_verb_misuse     
Они играют.,Они играют день.,Они,Они,день,intransitive_verb_misuse     
Девочка отдыхает.,Девочка отдыхает дерево.,Девочка,Девочка,дерево,intransitive_verb_misuse     
Они плачет.,Они плачет дорогу.,Они,Они,дорогу,intransitive_verb_misuse     
Мама отдыхает.,Мама отдыхает песню.,Мама,Мама,песню,intransitive_verb_misuse     
Он растёт.,Он растёт подушку.,Он,Он,подушку,intransitive_verb_misuse     
Собака отдыхает.,Собака отдыхает песню.,Собака,Собака,песню,intransitive_verb_misuse     
Девочка плачет.,Девочка плачет песню.,Девочка,Девочка,песню,intransitive_verb_misuse     
Мальчик летит.,Мальчик летит музыку.,Мальчик,Мальчик,музыку,intransitive_verb_misuse     
Мама летит.,Мама летит шутку.,Мама,Мама,шутку,intransitive_verb_misuse     
Мама отдыхает.,Мама отдыхает день.,Мама,Мама,день,intransitive_verb_misuse     
Она играют.,Она играют небо.,Она,Она,небо,intransitive_verb_misuse     
Птица летит.,Птица летит проект.,Птица,Птица,проект,intransitive_verb_misuse     
Ребёнок работает.,Ребёнок работает музыку.,Ребёнок,Ребёнок,музыку,intransitive_verb_misuse     
Мама работает.,Мама работает день.,Мама,Мама,день,intransitive_verb_misuse     
Ребёнок смеётся.,Ребёнок смеётся день.,Ребёнок,Ребёнок,день,intransitive_verb_misuse     
Они спит.,Они спит небо.,Они,Они,небо,intransitive_verb_misuse     
Собака отдыхает.,Собака отдыхает болезнь.,Собака,Собака,болезнь,intransitive_verb_misuse     
Ребёнок бежит.,Ребёнок бежит песню.,Ребёнок,Ребёнок,песню,intransitive_verb_misuse     
Мальчик умирает.,Мальчик умирает подушку.,Мальчик,Мальчик,подушку,intransitive_verb_misuse     
Собака умирает.,Собака умирает дерево.,Собака,Собака,дерево,intransitive_verb_misuse     
Бабушка смеётся.,Бабушка смеётся дорогу.,Бабушка,Бабушка,дорогу,intransitive_verb_misuse     
Собака отдыхает.,Собака отдыхает дорогу.,Собака,Собака,дорогу,intransitive_verb_misuse     
Она летит.,Она летит болезнь.,Она,Она,болезнь,intransitive_verb_misuse     
Она растёт.,Она растёт небо.,Она,Она,небо,intransitive_verb_misuse     
Она смеётся.,Она смеётся шутку.,Она,Она,шутку,intransitive_verb_misuse     
Мальчик отдыхает.,Мальчик отдыхает шутку.,Мальчик,Мальчик,шутку,intransitive_verb_misuse     
Он работает.,Он работает проект.,Он,Он,проект,intransitive_verb_misuse     
Мальчик умирает.,Мальчик умирает песню.,Мальчик,Мальчик,песню,intransitive_verb_misuse     
Мальчик смеётся.,Мальчик смеётся проект.,Мальчик,Мальчик,проект,intransitive_verb_misuse     
Птица плачет.,Птица плачет музыку.,Птица,Птица,музыку,intransitive_verb_misuse     
Она плачет.,Она плачет музыку.,Она,Она,музыку,intransitive_verb_misuse     
Он бежит.,Он бежит проект.,Он,Он,проект,intransitive_verb_misuse     
Бабушка бежит.,Бабушка бежит песню.,Бабушка,Бабушка,песню,intransitive_verb_misuse     
Бабушка бежит.,Бабушка бежит подушку.,Бабушка,Бабушка,подушку,intransitive_verb_misuse     
Птица смеётся.,Птица смеётся подушку.,Птица,Птица,подушку,intransitive_verb_misuse     
Девочка работает.,Девочка работает музыку.,Девочка,Девочка,музыку,intransitive_verb_misuse     
Она спит.,Она спит дорогу.,Она,Она,дорогу,intransitive_verb_misuse     
Мальчик играют.,Мальчик играют болезнь.,Мальчик,Мальчик,болезнь,intransitive_verb_misuse     
Мама летит.,Мама летит подушку.,Мама,Мама,подушку,intransitive_verb_misuse     
Бабушка играют.,Бабушка играют дерево.,Бабушка,Бабушка,дерево,intransitive_verb_misuse     
Она играют.,Она играют песню.,Она,Она,песню,intransitive_verb_misuse     
Ребёнок играют.,Ребёнок играют песню.,Ребёнок,Ребёнок,песню,intransitive_verb_misuse     
Он летит.,Он летит дорогу.,Он,Он,дорогу,intransitive_verb_misuse     
Она смеётся.,Она смеётся небо.,Она,Она,небо,intransitive_verb_misuse     
Мальчик растёт.,Мальчик растёт шутку.,Мальчик,Мальчик,шутку,intransitive_verb_misuse     
Собака отдыхает.,Собака отдыхает небо.,Собака,Собака,небо,intransitive_verb_misuse     
Девочка бежит.,Девочка бежит болезнь.,Девочка,Девочка,болезнь,intransitive_verb_misuse     
Птица летит.,Птица летит день.,Птица,Птица,день,intransitive_verb_misuse     
Она отдыхает.,Она отдыхает песню.,Она,Она,песню,intransitive_verb_misuse     
Он спит.,Он спит небо.,Он,Он,небо,intransitive_verb_misuse     
Мальчик играют.,Мальчик играют проект.,Мальчик,Мальчик,проект,intransitive_verb_misuse     
Девочка смеётся.,Девочка смеётся день.,Девочка,Девочка,день,intransitive_verb_misuse     
Девочка растёт.,Девочка растёт шутку.,Девочка,Девочка,шутку,intransitive_verb_misuse     
Собака умирает.,Собака умирает болезнь.,Собака,Собака,болезнь,intransitive_verb_misuse     
Он плачет.,Он плачет музыку.,Он,Он,музыку,intransitive_verb_misuse     
Мама бежит.,Мама бежит проект.,Мама,Мама,проект,intransitive_verb_misuse     
Мальчик спит.,Мальчик спит день.,Мальчик,Мальчик,день,intransitive_verb_misuse     
Ребёнок отдыхает.,Ребёнок отдыхает музыку.,Ребёнок,Ребёнок,музыку,intransitive_verb_misuse     
Они растёт.,Они растёт шутку.,Они,Они,шутку,intransitive_verb_misuse     
Мальчик умирает.,Мальчик умирает болезнь.,Мальчик,Мальчик,болезнь,intransitive_verb_misuse     
Девочка бежит.,Девочка бежит музыку.,Девочка,Девочка,музыку,intransitive_verb_misuse     
Они играют.,Они играют болезнь.,Они,Они,болезнь,intransitive_verb_misuse     
Они играют.,Они играют проект.,Они,Они,проект,intransitive_verb_misuse     
Мама растёт.,Мама растёт шутку.,Мама,Мама,шутку,intransitive_verb_misuse     
Он спит.,Он спит дерево.,Он,Он,дерево,intransitive_verb_misuse     
Они работает.,Они работает небо.,Они,Они,небо,intransitive_verb_misuse     
Птица отдыхает.,Птица отдыхает подушку.,Птица,Птица,подушку,intransitive_verb_misuse     
Мальчик летит.,Мальчик летит небо.,Мальчик,Мальчик,небо,intransitive_verb_misuse     
Птица отдыхает.,Птица отдыхает проект.,Птица,Птица,проект,intransitive_verb_misuse     
Девочка летит.,Девочка летит музыку.,Девочка,Девочка,музыку,intransitive_verb_misuse     
Они смеётся.,Они смеётся песню.,Они,Они,песню,intransitive_verb_misuse     
Ребёнок спит.,Ребёнок спит дорогу.,Ребёнок,Ребёнок,дорогу,intransitive_verb_misuse     
Собака играют.,Собака играют небо.,Собака,Собака,небо,intransitive_verb_misuse     
Он спит.,Он спит небо.,Он,Он,небо,intransitive_verb_misuse     
Птица спит.,Птица спит шутку.,Птица,Птица,шутку,intransitive_verb_misuse     
Собака отдыхает.,Собака отдыхает день.,Собака,Собака,день,intransitive_verb_misuse     
Бабушка летит.,Бабушка летит день.,Бабушка,Бабушка,день,intransitive_verb_misuse     
Ребёнок растёт.,Ребёнок растёт проект.,Ребёнок,Ребёнок,проект,intransitive_verb_misuse     
Мама играют.,Мама играют песню.,Мама,Мама,песню,intransitive_verb_misuse     
Мама спит.,Мама спит песню.,Мама,Мама,песню,intransitive_verb_misuse     
Мама играют.,Мама играют дорогу.,Мама,Мама,дорогу,intransitive_verb_misuse     
Птица бежит.,Птица бежит песню.,Птица,Птица,песню,intransitive_verb_misuse     
Собака бежит.,Собака бежит шутку.,Собака,Собака,шутку,intransitive_verb_misuse     
Они растёт.,Они растёт подушку.,Они,Они,подушку,intransitive_verb_misuse     
Ребёнок спит.,Ребёнок спит небо.,Ребёнок,Ребёнок,небо,intransitive_verb_misuse     
Птица плачет.,Птица плачет дорогу.,Птица,Птица,дорогу,intransitive_verb_misuse     
Собака бежит.,Собака бежит песню.,Собака,Собака,песню,intransitive_verb_misuse     
Она отдыхает.,Она отдыхает небо.,Она,Она,небо,intransitive_verb_misuse     
Бабушка летит.,Бабушка летит небо.,Бабушка,Бабушка,небо,intransitive_verb_misuse     
Ребёнок бежит.,Ребёнок бежит подушку.,Ребёнок,Ребёнок,подушку,intransitive_verb_misuse     
Ребёнок играют.,Ребёнок играют небо.,Ребёнок,Ребёнок,небо,intransitive_verb_misuse     
Птица летит.,Птица летит песню.,Птица,Птица,песню,intransitive_verb_misuse     
Мама бежит.,Мама бежит музыку.,Мама,Мама,музыку,intransitive_verb_misuse     
Он умирает.,Он умирает день.,Он,Он,день,intransitive_verb_misuse     
Мальчик растёт.,Мальчик растёт небо.,Мальчик,Мальчик,небо,intransitive_verb_misuse     
Он бежит.,Он бежит небо.,Он,Он,небо,intransitive_verb_misuse     
Собака плачет.,Собака плачет музыку.,Собака,Собака,музыку,intransitive_verb_misuse     
Девочка работает.,Девочка работает музыку.,Девочка,Девочка,музыку,intransitive_verb_misuse     
Он растёт.,Он растёт день.,Он,Он,день,intransitive_verb_misuse     
Он летит.,Он летит шутку.,Он,Он,шутку,intransitive_verb_misuse     
Они плачет.,Они плачет музыку.,Они,Они,музыку,intransitive_verb_misuse     
Мама умирает.,Мама умирает дерево.,Мама,Мама,дерево,intransitive_verb_misuse     
Они умирает.,Они умирает дорогу.,Они,Они,дорогу,intransitive_verb_misuse     
Мальчик спит.,Мальчик спит дорогу.,Мальчик,Мальчик,дорогу,intransitive_verb_misuse     
Собака смеётся.,Собака смеётся подушку.,Собака,Собака,подушку,intransitive_verb_misuse     
Собака летит.,Собака летит день.,Собака,Собака,день,intransitive_verb_misuse     
Ребёнок работает.,Ребёнок работает день.,Ребёнок,Ребёнок,день,intransitive_verb_misuse     
Девочка отдыхает.,Девочка отдыхает небо.,Девочка,Девочка,небо,intransitive_verb_misuse     
Мальчик умирает.,Мальчик умирает болезнь.,Мальчик,Мальчик,болезнь,intransitive_verb_misuse     
Они отдыхает.,Они отдыхает проект.,Они,Они,проект,intransitive_verb_misuse     
Они смеётся.,Они смеётся день.,Они,Они,день,intransitive_verb_misuse     
Девочка отдыхает.,Девочка отдыхает болезнь.,Девочка,Девочка,болезнь,intransitive_verb_misuse     
Собака работает.,Собака работает песню.,Собака,Собака,песню,intransitive_verb_misuse     
Бабушка умирает.,Бабушка умирает день.,Бабушка,Бабушка,день,intransitive_verb_misuse     
Мама спит.,Мама спит песню.,Мама,Мама,песню,intransitive_verb_misuse     
Собака плачет.,Собака плачет болезнь.,Собака,Собака,болезнь,intransitive_verb_misuse     
Мама плачет.,Мама плачет день.,Мама,Мама,день,intransitive_verb_misuse     
Ребёнок летит.,Ребёнок летит день.,Ребёнок,Ребёнок,день,intransitive_verb_misuse     
Ребёнок спит.,Ребёнок спит музыку.,Ребёнок,Ребёнок,музыку,intransitive_verb_misuse     
Собака играют.,Собака играют дерево.,Собака,Собака,дерево,intransitive_verb_misuse     
Они растёт.,Они растёт небо.,Они,Они,небо,intransitive_verb_misuse     
Он смеётся.,Он смеётся песню.,Он,Он,песню,intransitive_verb_misuse     
Бабушка отдыхает.,Бабушка отдыхает песню.,Бабушка,Бабушка,песню,intransitive_verb_misuse     
Собака работает.,Собака работает подушку.,Собака,Собака,подушку,intransitive_verb_misuse     
Птица плачет.,Птица плачет проект.,Птица,Птица,проект,intransitive_verb_misuse     
Мальчик играют.,Мальчик играют шутку.,Мальчик,Мальчик,шутку,intransitive_verb_misuse     
Собака летит.,Собака летит день.,Собака,Собака,день,intransitive_verb_misuse     
Собака растёт.,Собака растёт шутку.,Собака,Собака,шутку,intransitive_verb_misuse     
Ребёнок умирает.,Ребёнок умирает дорогу.,Ребёнок,Ребёнок,дорогу,intransitive_verb_misuse     
Бабушка играют.,Бабушка играют дерево.,Бабушка,Бабушка,дерево,intransitive_verb_misuse     
Она смеётся.,Она смеётся небо.,Она,Она,небо,intransitive_verb_misuse     
Девочка умирает.,Девочка умирает дорогу.,Девочка,Девочка,дорогу,intransitive_verb_misuse     
Собака отдыхает.,Собака отдыхает болезнь.,Собака,Собака,болезнь,intransitive_verb_misuse     
Они смеётся.,Они смеётся болезнь.,Они,Они,болезнь,intransitive_verb_misuse     
Мальчик умирает.,Мальчик умирает дорогу.,Мальчик,Мальчик,дорогу,intransitive_verb_misuse     
Бабушка играют.,Бабушка играют музыку.,Бабушка,Бабушка,музыку,intransitive_verb_misuse     
Он отдыхает.,Он отдыхает шутку.,Он,Он,шутку,intransitive_verb_misuse     
Бабушка плачет.,Бабушка плачет шутку.,Бабушка,Бабушка,шутку,intransitive_verb_misuse     
Собака летит.,Собака летит проект.,Собака,Собака,проект,intransitive_verb_misuse     
Он умирает.,Он умирает песню.,Он,Он,песню,intransitive_verb_misuse     
Бабушка работает.,Бабушка работает дорогу.,Бабушка,Бабушка,дорогу,intransitive_verb_misuse     
Собака играют.,Собака играют проект.,Собака,Собака,проект,intransitive_verb_misuse     
Девочка спит.,Девочка спит небо.,Девочка,Девочка,небо,intransitive_verb_misuse     
Она летит.,Она летит день.,Она,Она,день,intransitive_verb_misuse     
Собака умирает.,Собака умирает дорогу.,Собака,Собака,дорогу,intransitive_verb_misuse     
Ребёнок спит.,Ребёнок спит дорогу.,Ребёнок,Ребёнок,дорогу,intransitive_verb_misuse     
Ребёнок работает.,Ребёнок работает песню.,Ребёнок,Ребёнок,песню,intransitive_verb_misuse     
Он работает.,Он работает небо.,Он,Он,небо,intransitive_verb_misuse     
Собака растёт.,Собака растёт дорогу.,Собака,Собака,дорогу,intransitive_verb_misuse     
Она играют.,Она играют музыку.,Она,Она,музыку,intransitive_verb_misuse     
Она летит.,Она летит дерево.,Она,Она,дерево,intransitive_verb_misuse     
Она смеётся.,Она смеётся музыку.,Она,Она,музыку,intransitive_verb_misuse     
Собака смеётся.,Собака смеётся шутку.,Собака,Собака,шутку,intransitive_verb_misuse     
Девочка плачет.,Девочка плачет день.,Девочка,Девочка,день,intransitive_verb_misuse     
Они плачет.,Они плачет небо.,Они,Они,небо,intransitive_verb_misuse     
Птица бежит.,Птица бежит песню.,Птица,Птица,песню,intransitive_verb_misuse     
Он летит.,Он летит музыку.,Он,Он,музыку,intransitive_verb_misuse     
Он играют.,Он играют песню.,Он,Он,песню,intransitive_verb_misuse     
Птица спит.,Птица спит дерево.,Птица,Птица,дерево,intransitive_verb_misuse     
Мама спит.,Мама спит проект.,Мама,Мама,проект,intransitive_verb_misuse     
Мама умирает.,Мама умирает музыку.,Мама,Мама,музыку,intransitive_verb_misuse     
Он спит.,Он спит шутку.,Он,Он,шутку,intransitive_verb_misuse     
Бабушка плачет.,Бабушка плачет дерево.,Бабушка,Бабушка,дерево,intransitive_verb_misuse     
Мальчик растёт.,Мальчик растёт проект.,Мальчик,Мальчик,проект,intransitive_verb_misuse     
Собака летит.,Собака летит дорогу.,Собака,Собака,дорогу,intransitive_verb_misuse     
Девочка спит.,Девочка спит дорогу.,Девочка,Девочка,дорогу,intransitive_verb_misuse     
Девочка отдыхает.,Девочка отдыхает небо.,Девочка,Девочка,небо,intransitive_verb_misuse     
Мама плачет.,Мама плачет дорогу.,Мама,Мама,дорогу,intransitive_verb_misuse     
Они смеётся.,Они смеётся проект.,Они,Они,проект,intransitive_verb_misuse     
Ребёнок спит.,Ребёнок спит шутку.,Ребёнок,Ребёнок,шутку,intransitive_verb_misuse     
Птица умирает.,Птица умирает проект.,Птица,Птица,проект,intransitive_verb_misuse     
Птица смеётся.,Птица смеётся болезнь.,Птица,Птица,болезнь,intransitive_verb_misuse     
Она бежит.,Она бежит проект.,Она,Она,проект,intransitive_verb_misuse     
Бабушка растёт.,Бабушка растёт день.,Бабушка,Бабушка,день,intransitive_verb_misuse     
Он отдыхает.,Он отдыхает подушку.,Он,Он,подушку,intransitive_verb_misuse     
Она работает.,Она работает подушку.,Она,Она,подушку,intransitive_verb_misuse     
Она умирает.,Она умирает шутку.,Она,Она,шутку,intransitive_verb_misuse     
Птица смеётся.,Птица смеётся проект.,Птица,Птица,проект,intransitive_verb_misuse     
Бабушка работает.,Бабушка работает дорогу.,Бабушка,Бабушка,дорогу,intransitive_verb_misuse     
Ребёнок спит.,Ребёнок спит песню.,Ребёнок,Ребёнок,песню,intransitive_verb_misuse     
Ребёнок бежит.,Ребёнок бежит песню.,Ребёнок,Ребёнок,песню,intransitive_verb_misuse     
Она играют.,Она играют песню.,Она,Она,песню,intransitive_verb_misuse     
Они плачет.,Они плачет болезнь.,Они,Они,болезнь,intransitive_verb_misuse     
Ребёнок спит.,Ребёнок спит музыку.,Ребёнок,Ребёнок,музыку,intransitive_verb_misuse     
Она работает.,Она работает подушку.,Она,Она,подушку,intransitive_verb_misuse     
Она спит.,Она спит музыку.,Она,Она,музыку,intransitive_verb_misuse     
Она плачет.,Она плачет дерево.,Она,Она,дерево,intransitive_verb_misuse     
Собака летит.,Собака летит небо.,Собака,Собака,небо,intransitive_verb_misuse     
Он работает.,Он работает болезнь.,Он,Он,болезнь,intransitive_verb_misuse     
Он бежит.,Он бежит небо.,Он,Он,небо,intransitive_verb_misuse     
Девочка смеётся.,Девочка смеётся подушку.,Девочка,Девочка,подушку,intransitive_verb_misuse     
Девочка отдыхает.,Девочка отдыхает проект.,Девочка,Девочка,проект,intransitive_verb_misuse     
Она работает.,Она работает болезнь.,Она,Она,болезнь,intransitive_verb_misuse     
Она спит.,Она спит дерево.,Она,Она,дерево,intransitive_verb_misuse     
Собака отдыхает.,Собака отдыхает день.,Собака,Собака,день,intransitive_verb_misuse     
